Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Protein stable ID,Protein stable ID version,Gene name,Transcript name
ENSG00000110011,ENSG00000110011.14,ENST00000321460,ENST00000321460.5,ENSP00000320548,ENSP00000320548.5,DNAJC4,DNAJC4-201
ENSG00000110011,ENSG00000110011.14,ENST00000535246,ENST00000535246.1,ENSP00000444879,ENSP00000444879.1,DNAJC4,DNAJC4-204
ENSG00000022840,ENSG00000022840.17,ENST00000539486,ENST00000539486.1,ENSP00000438638,ENSP00000438638.1,RNF10,RNF10-213
ENSG00000022840,ENSG00000022840.17,ENST00000542438,ENST00000542438.1,ENSP00000444770,ENSP00000444770.1,RNF10,RNF10-216
ENSG00000022840,ENSG00000022840.17,ENST00000325954,ENST00000325954.9,ENSP00000322242,ENSP00000322242.4,RNF10,RNF10-201
ENSG00000022840,ENSG00000022840.17,ENST00000413266,ENST00000413266.6,ENSP00000415682,ENSP00000415682.2,RNF10,RNF10-203
ENSG00000022840,ENSG00000022840.17,ENST00000537997,ENST00000537997.1,ENSP00000443235,ENSP00000443235.1,RNF10,RNF10-210
ENSG00000022840,ENSG00000022840.17,ENST00000542207,ENST00000542207.5,ENSP00000439510,ENSP00000439510.1,RNF10,RNF10-215
ENSG00000022840,ENSG00000022840.17,ENST00000537740,ENST00000537740.1,ENSP00000437392,ENSP00000437392.1,RNF10,RNF10-209
ENSG00000022840,ENSG00000022840.17,ENST00000540046,ENST00000540046.5,ENSP00000439859,ENSP00000439859.1,RNF10,RNF10-214
ENSG00000022840,ENSG00000022840.17,ENST00000538254,ENST00000538254.1,ENSP00000441487,ENSP00000441487.1,RNF10,RNF10-211
ENSG00000103035,ENSG00000103035.11,ENST00000219313,ENST00000219313.9,ENSP00000219313,ENSP00000219313.4,PSMD7,PSMD7-201
ENSG00000103035,ENSG00000103035.11,ENST00000567958,ENST00000567958.5,ENSP00000457244,ENSP00000457244.1,PSMD7,PSMD7-204
ENSG00000103035,ENSG00000103035.11,ENST00000568615,ENST00000568615.2,ENSP00000454999,ENSP00000454999.1,PSMD7,PSMD7-205
ENSG00000188293,ENSG00000188293.6,ENST00000437936,ENST00000437936.2,ENSP00000415823,ENSP00000415823.1,IGFL1,IGFL1-201
ENSG00000180532,ENSG00000180532.12,ENST00000318203,ENST00000318203.9,ENSP00000321963,ENSP00000321963.4,ZSCAN4,ZSCAN4-201
ENSG00000182315,ENSG00000182315.10,ENST00000333843,ENST00000333843.9,ENSP00000333183,ENSP00000333183.4,MBD3L3,MBD3L3-201
ENSG00000182315,ENSG00000182315.10,ENST00000693237,ENST00000693237.1,ENSP00000508603,ENSP00000508603.1,MBD3L3,MBD3L3-203
ENSG00000182315,ENSG00000182315.10,ENST00000689071,ENST00000689071.1,ENSP00000509049,ENSP00000509049.1,MBD3L3,MBD3L3-202
ENSG00000156603,ENSG00000156603.20,ENST00000431606,ENST00000431606.5,ENSP00000416227,ENSP00000416227.4,MED19,MED19-202
ENSG00000156603,ENSG00000156603.20,ENST00000337672,ENST00000337672.9,ENSP00000337340,ENSP00000337340.4,MED19,MED19-201
ENSG00000196218,ENSG00000196218.14,ENST00000359596,ENST00000359596.8,ENSP00000352608,ENSP00000352608.2,RYR1,RYR1-202
ENSG00000196218,ENSG00000196218.14,ENST00000355481,ENST00000355481.8,ENSP00000347667,ENSP00000347667.3,RYR1,RYR1-201
ENSG00000196218,ENSG00000196218.14,ENST00000689936,ENST00000689936.1,ENSP00000508999,ENSP00000508999.1,RYR1,RYR1-212
ENSG00000196218,ENSG00000196218.14,ENST00000593677,ENST00000593677.2,ENSP00000472126,ENSP00000472126.2,RYR1,RYR1-204
ENSG00000160781,ENSG00000160781.17,ENST00000292291,ENST00000292291.10,ENSP00000292291,ENSP00000292291.5,PAQR6,PAQR6-201
ENSG00000160781,ENSG00000160781.17,ENST00000335852,ENST00000335852.6,ENSP00000338330,ENSP00000338330.1,PAQR6,PAQR6-202
ENSG00000160781,ENSG00000160781.17,ENST00000540423,ENST00000540423.5,ENSP00000443167,ENSP00000443167.2,PAQR6,PAQR6-212
ENSG00000160781,ENSG00000160781.17,ENST00000612424,ENST00000612424.4,ENSP00000482685,ENSP00000482685.1,PAQR6,PAQR6-213
ENSG00000160781,ENSG00000160781.17,ENST00000613336,ENST00000613336.4,ENSP00000479864,ENSP00000479864.1,PAQR6,PAQR6-214
ENSG00000160781,ENSG00000160781.17,ENST00000623241,ENST00000623241.3,ENSP00000485607,ENSP00000485607.1,PAQR6,PAQR6-215
ENSG00000160781,ENSG00000160781.17,ENST00000368270,ENST00000368270.2,ENSP00000357253,ENSP00000357253.1,PAQR6,PAQR6-205
ENSG00000160781,ENSG00000160781.17,ENST00000652405,ENST00000652405.1,ENSP00000499056,ENSP00000499056.1,PAQR6,PAQR6-218
ENSG00000160781,ENSG00000160781.17,ENST00000356983,ENST00000356983.7,ENSP00000349474,ENSP00000349474.3,PAQR6,PAQR6-204
ENSG00000160781,ENSG00000160781.17,ENST00000470198,ENST00000470198.5,ENSP00000498674,ENSP00000498674.1,PAQR6,PAQR6-207
ENSG00000141699,ENSG00000141699.11,ENST00000309428,ENST00000309428.10,ENSP00000309432,ENSP00000309432.4,RETREG3,RETREG3-201
ENSG00000141699,ENSG00000141699.11,ENST00000585894,ENST00000585894.5,ENSP00000467847,ENSP00000467847.1,RETREG3,RETREG3-203
ENSG00000141699,ENSG00000141699.11,ENST00000591547,ENST00000591547.5,ENSP00000465016,ENSP00000465016.1,RETREG3,RETREG3-211
ENSG00000141699,ENSG00000141699.11,ENST00000588423,ENST00000588423.1,ENSP00000467332,ENSP00000467332.1,RETREG3,RETREG3-206
ENSG00000172425,ENSG00000172425.12,ENST00000302783,ENST00000302783.10,ENSP00000307640,ENSP00000307640.4,TTC36,TTC36-201
ENSG00000140839,ENSG00000140839.13,ENST00000339953,ENST00000339953.9,ENSP00000341051,ENSP00000341051.5,CLEC18B,CLEC18B-201
ENSG00000140839,ENSG00000140839.13,ENST00000682950,ENST00000682950.1,ENSP00000507367,ENSP00000507367.1,CLEC18B,CLEC18B-204
ENSG00000149582,ENSG00000149582.16,ENST00000411589,ENST00000411589.6,ENSP00000411882,ENSP00000411882.2,TMEM25,TMEM25-205
ENSG00000149582,ENSG00000149582.16,ENST00000359862,ENST00000359862.8,ENSP00000352924,ENSP00000352924.4,TMEM25,TMEM25-204
ENSG00000149582,ENSG00000149582.16,ENST00000442938,ENST00000442938.6,ENSP00000416071,ENSP00000416071.2,TMEM25,TMEM25-206
ENSG00000149582,ENSG00000149582.16,ENST00000528373,ENST00000528373.5,ENSP00000432040,ENSP00000432040.1,TMEM25,TMEM25-217
ENSG00000149582,ENSG00000149582.16,ENST00000313236,ENST00000313236.10,ENSP00000315635,ENSP00000315635.5,TMEM25,TMEM25-201
ENSG00000149582,ENSG00000149582.16,ENST00000354284,ENST00000354284.8,ENSP00000346237,ENSP00000346237.4,TMEM25,TMEM25-203
ENSG00000149582,ENSG00000149582.16,ENST00000533137,ENST00000533137.5,ENSP00000433938,ENSP00000433938.1,TMEM25,TMEM25-226
ENSG00000149582,ENSG00000149582.16,ENST00000532762,ENST00000532762.5,ENSP00000433906,ENSP00000433906.1,TMEM25,TMEM25-224
ENSG00000149582,ENSG00000149582.16,ENST00000526973,ENST00000526973.5,ENSP00000433059,ENSP00000433059.1,TMEM25,TMEM25-214
ENSG00000149582,ENSG00000149582.16,ENST00000354064,ENST00000354064.11,ENSP00000278959,ENSP00000278959.8,TMEM25,TMEM25-202
ENSG00000149582,ENSG00000149582.16,ENST00000533102,ENST00000533102.5,ENSP00000431548,ENSP00000431548.1,TMEM25,TMEM25-225
ENSG00000149582,ENSG00000149582.16,ENST00000527267,ENST00000527267.1,ENSP00000435446,ENSP00000435446.1,TMEM25,TMEM25-215
ENSG00000149582,ENSG00000149582.16,ENST00000524725,ENST00000524725.5,ENSP00000431205,ENSP00000431205.1,TMEM25,TMEM25-208
ENSG00000149582,ENSG00000149582.16,ENST00000533689,ENST00000533689.1,ENSP00000436746,ENSP00000436746.1,TMEM25,TMEM25-229
ENSG00000149582,ENSG00000149582.16,ENST00000526853,ENST00000526853.1,ENSP00000431145,ENSP00000431145.1,TMEM25,TMEM25-212
ENSG00000163817,ENSG00000163817.16,ENST00000358525,ENST00000358525.9,ENSP00000346298,ENSP00000346298.4,SLC6A20,SLC6A20-202
ENSG00000163817,ENSG00000163817.16,ENST00000353278,ENST00000353278.8,ENSP00000296133,ENSP00000296133.5,SLC6A20,SLC6A20-201
ENSG00000163817,ENSG00000163817.16,ENST00000456124,ENST00000456124.6,ENSP00000404310,ENSP00000404310.2,SLC6A20,SLC6A20-204
ENSG00000163817,ENSG00000163817.16,ENST00000413781,ENST00000413781.1,ENSP00000395506,ENSP00000395506.1,SLC6A20,SLC6A20-203
ENSG00000214300,ENSG00000214300.7,ENST00000332397,ENST00000332397.6,ENSP00000329565,ENSP00000329565.6,SPDYE3,SPDYE3-201
ENSG00000037042,ENSG00000037042.9,ENST00000251412,ENST00000251412.8,ENSP00000251412,ENSP00000251412.6,TUBG2,TUBG2-201
ENSG00000196436,ENSG00000196436.9,ENST00000692376,ENST00000692376.1,ENSP00000508772,ENSP00000508772.1,NPIPB15,NPIPB15-203
ENSG00000196436,ENSG00000196436.9,ENST00000429990,ENST00000429990.1,ENSP00000411140,ENSP00000411140.1,NPIPB15,NPIPB15-201
ENSG00000140798,ENSG00000140798.17,ENST00000311303,ENST00000311303.8,ENSP00000311030,ENSP00000311030.4,ABCC12,ABCC12-201
ENSG00000140798,ENSG00000140798.17,ENST00000689320,ENST00000689320.1,ENSP00000509170,ENSP00000509170.1,ABCC12,ABCC12-214
ENSG00000140798,ENSG00000140798.17,ENST00000528693,ENST00000528693.6,ENSP00000510388,ENSP00000510388.1,ABCC12,ABCC12-205
ENSG00000140798,ENSG00000140798.17,ENST00000527640,ENST00000527640.1,ENSP00000436647,ENSP00000436647.1,ABCC12,ABCC12-204
ENSG00000068137,ENSG00000068137.15,ENST00000591022,ENST00000591022.6,ENSP00000468678,ENSP00000468678.1,PLEKHH3,PLEKHH3-204
ENSG00000068137,ENSG00000068137.15,ENST00000293349,ENST00000293349.10,ENSP00000293349,ENSP00000293349.6,PLEKHH3,PLEKHH3-201
ENSG00000068137,ENSG00000068137.15,ENST00000587627,ENST00000587627.1,ENSP00000465400,ENSP00000465400.1,PLEKHH3,PLEKHH3-203
ENSG00000135250,ENSG00000135250.17,ENST00000393651,ENST00000393651.8,ENSP00000377262,ENSP00000377262.3,SRPK2,SRPK2-202
ENSG00000135250,ENSG00000135250.17,ENST00000357311,ENST00000357311.7,ENSP00000349863,ENSP00000349863.3,SRPK2,SRPK2-201
ENSG00000135250,ENSG00000135250.17,ENST00000477925,ENST00000477925.5,ENSP00000420208,ENSP00000420208.1,SRPK2,SRPK2-210
ENSG00000135250,ENSG00000135250.17,ENST00000489828,ENST00000489828.5,ENSP00000419791,ENSP00000419791.1,SRPK2,SRPK2-214
ENSG00000135250,ENSG00000135250.17,ENST00000474770,ENST00000474770.1,ENSP00000418786,ENSP00000418786.1,SRPK2,SRPK2-208
ENSG00000135250,ENSG00000135250.17,ENST00000482897,ENST00000482897.5,ENSP00000419240,ENSP00000419240.1,SRPK2,SRPK2-212
ENSG00000135250,ENSG00000135250.17,ENST00000460391,ENST00000460391.5,ENSP00000417357,ENSP00000417357.1,SRPK2,SRPK2-203
ENSG00000288623,ENSG00000288623.1,ENST00000675818,ENST00000675818.1,ENSP00000502390,ENSP00000502390.1,,
ENSG00000075415,ENSG00000075415.15,ENST00000401722,ENST00000401722.7,ENSP00000383898,ENSP00000383898.3,SLC25A3,SLC25A3-203
ENSG00000075415,ENSG00000075415.15,ENST00000188376,ENST00000188376.9,ENSP00000188376,ENSP00000188376.5,SLC25A3,SLC25A3-201
ENSG00000075415,ENSG00000075415.15,ENST00000551917,ENST00000551917.5,ENSP00000447310,ENSP00000447310.1,SLC25A3,SLC25A3-215
ENSG00000075415,ENSG00000075415.15,ENST00000551265,ENST00000551265.5,ENSP00000448969,ENSP00000448969.1,SLC25A3,SLC25A3-214
ENSG00000075415,ENSG00000075415.15,ENST00000550695,ENST00000550695.1,ENSP00000449479,ENSP00000449479.1,SLC25A3,SLC25A3-212
ENSG00000075415,ENSG00000075415.15,ENST00000547534,ENST00000547534.5,ENSP00000449793,ENSP00000449793.1,SLC25A3,SLC25A3-206
ENSG00000075415,ENSG00000075415.15,ENST00000228318,ENST00000228318.8,ENSP00000228318,ENSP00000228318.3,SLC25A3,SLC25A3-202
ENSG00000075415,ENSG00000075415.15,ENST00000552981,ENST00000552981.6,ENSP00000448708,ENSP00000448708.2,SLC25A3,SLC25A3-216
ENSG00000075415,ENSG00000075415.15,ENST00000549338,ENST00000549338.5,ENSP00000447740,ENSP00000447740.1,SLC25A3,SLC25A3-211
ENSG00000075415,ENSG00000075415.15,ENST00000548847,ENST00000548847.1,ENSP00000449166,ENSP00000449166.1,SLC25A3,SLC25A3-210
ENSG00000143344,ENSG00000143344.16,ENST00000304685,ENST00000304685.8,ENSP00000303192,ENSP00000303192.3,RGL1,RGL1-201
ENSG00000143344,ENSG00000143344.16,ENST00000360851,ENST00000360851.4,ENSP00000354097,ENSP00000354097.3,RGL1,RGL1-202
ENSG00000205084,ENSG00000205084.12,ENST00000258173,ENST00000258173.11,ENSP00000258173,ENSP00000258173.5,TMEM231,TMEM231-201
ENSG00000205084,ENSG00000205084.12,ENST00000692689,ENST00000692689.1,ENSP00000509732,ENSP00000509732.1,TMEM231,TMEM231-220
ENSG00000205084,ENSG00000205084.12,ENST00000688195,ENST00000688195.1,ENSP00000510115,ENSP00000510115.1,TMEM231,TMEM231-214
ENSG00000205084,ENSG00000205084.12,ENST00000686680,ENST00000686680.1,ENSP00000508892,ENSP00000508892.1,TMEM231,TMEM231-213
ENSG00000205084,ENSG00000205084.12,ENST00000568377,ENST00000568377.5,ENSP00000476267,ENSP00000476267.1,TMEM231,TMEM231-207
ENSG00000205084,ENSG00000205084.12,ENST00000693682,ENST00000693682.1,ENSP00000508670,ENSP00000508670.1,TMEM231,TMEM231-222
ENSG00000205084,ENSG00000205084.12,ENST00000685935,ENST00000685935.1,ENSP00000510128,ENSP00000510128.1,TMEM231,TMEM231-211
ENSG00000205084,ENSG00000205084.12,ENST00000565067,ENST00000565067.5,ENSP00000457254,ENSP00000457254.1,TMEM231,TMEM231-206
ENSG00000205084,ENSG00000205084.12,ENST00000615437,ENST00000615437.1,ENSP00000479977,ENSP00000479977.1,TMEM231,TMEM231-210
ENSG00000141279,ENSG00000141279.17,ENST00000525007,ENST00000525007.5,ENSP00000437019,ENSP00000437019.1,NPEPPS,NPEPPS-202
ENSG00000141279,ENSG00000141279.17,ENST00000530173,ENST00000530173.6,ENSP00000433287,ENSP00000433287.1,NPEPPS,NPEPPS-215
ENSG00000141279,ENSG00000141279.17,ENST00000532729,ENST00000532729.6,ENSP00000434554,ENSP00000434554.2,NPEPPS,NPEPPS-218
ENSG00000141279,ENSG00000141279.17,ENST00000322157,ENST00000322157.9,ENSP00000320324,ENSP00000320324.4,NPEPPS,NPEPPS-201
ENSG00000141279,ENSG00000141279.17,ENST00000677120,ENST00000677120.1,ENSP00000503682,ENSP00000503682.1,NPEPPS,NPEPPS-227
ENSG00000141279,ENSG00000141279.17,ENST00000677370,ENST00000677370.1,ENSP00000503738,ENSP00000503738.1,NPEPPS,NPEPPS-229
ENSG00000141279,ENSG00000141279.17,ENST00000527964,ENST00000527964.5,ENSP00000435639,ENSP00000435639.1,NPEPPS,NPEPPS-211
ENSG00000141279,ENSG00000141279.17,ENST00000527360,ENST00000527360.1,ENSP00000435966,ENSP00000435966.1,NPEPPS,NPEPPS-209
ENSG00000141279,ENSG00000141279.17,ENST00000528565,ENST00000528565.2,ENSP00000433549,ENSP00000433549.1,NPEPPS,NPEPPS-212
ENSG00000172215,ENSG00000172215.6,ENST00000438735,ENST00000438735.1,ENSP00000396218,ENSP00000396218.1,CXCR6,CXCR6-202
ENSG00000172215,ENSG00000172215.6,ENST00000304552,ENST00000304552.5,ENSP00000304414,ENSP00000304414.4,CXCR6,CXCR6-201
ENSG00000172215,ENSG00000172215.6,ENST00000458629,ENST00000458629.1,ENSP00000395704,ENSP00000395704.1,CXCR6,CXCR6-204
ENSG00000172215,ENSG00000172215.6,ENST00000457814,ENST00000457814.1,ENSP00000396886,ENSP00000396886.1,CXCR6,CXCR6-203
ENSG00000184500,ENSG00000184500.16,ENST00000394236,ENST00000394236.9,ENSP00000377783,ENSP00000377783.3,PROS1,PROS1-202
ENSG00000184500,ENSG00000184500.16,ENST00000650591,ENST00000650591.1,ENSP00000497376,ENSP00000497376.1,PROS1,PROS1-212
ENSG00000184500,ENSG00000184500.16,ENST00000648853,ENST00000648853.1,ENSP00000497262,ENSP00000497262.1,PROS1,PROS1-209
ENSG00000184500,ENSG00000184500.16,ENST00000348974,ENST00000348974.5,ENSP00000330021,ENSP00000330021.7,PROS1,PROS1-201
ENSG00000184500,ENSG00000184500.16,ENST00000647936,ENST00000647936.1,ENSP00000496822,ENSP00000496822.1,PROS1,PROS1-206
ENSG00000184500,ENSG00000184500.16,ENST00000407433,ENST00000407433.6,ENSP00000385794,ENSP00000385794.2,PROS1,PROS1-203
ENSG00000184500,ENSG00000184500.16,ENST00000472684,ENST00000472684.2,ENSP00000419616,ENSP00000419616.2,PROS1,PROS1-204
ENSG00000142748,ENSG00000142748.13,ENST00000270879,ENST00000270879.9,ENSP00000270879,ENSP00000270879.4,FCN3,FCN3-201
ENSG00000142748,ENSG00000142748.13,ENST00000354982,ENST00000354982.2,ENSP00000347077,ENSP00000347077.2,FCN3,FCN3-202
ENSG00000103363,ENSG00000103363.16,ENST00000262306,ENST00000262306.11,ENSP00000262306,ENSP00000262306.7,ELOB,ELOB-201
ENSG00000103363,ENSG00000103363.16,ENST00000409906,ENST00000409906.9,ENSP00000386652,ENSP00000386652.5,ELOB,ELOB-203
ENSG00000103363,ENSG00000103363.16,ENST00000409477,ENST00000409477.1,ENSP00000387189,ENSP00000387189.1,ELOB,ELOB-202
ENSG00000103363,ENSG00000103363.16,ENST00000688784,ENST00000688784.1,ENSP00000509066,ENSP00000509066.1,ELOB,ELOB-206
ENSG00000103363,ENSG00000103363.16,ENST00000494946,ENST00000494946.6,ENSP00000458213,ENSP00000458213.1,ELOB,ELOB-204
ENSG00000103363,ENSG00000103363.16,ENST00000572954,ENST00000572954.1,ENSP00000458443,ENSP00000458443.1,ELOB,ELOB-205
ENSG00000103363,ENSG00000103363.16,ENST00000691758,ENST00000691758.1,ENSP00000508787,ENSP00000508787.1,ELOB,ELOB-207
ENSG00000103363,ENSG00000103363.16,ENST00000693239,ENST00000693239.1,ENSP00000508861,ENSP00000508861.1,ELOB,ELOB-208
ENSG00000005483,ENSG00000005483.22,ENST00000622386,ENST00000622386.2,ENSP00000482147,ENSP00000482147.2,KMT2E,KMT2E-217
ENSG00000005483,ENSG00000005483.22,ENST00000311117,ENST00000311117.8,ENSP00000312379,ENSP00000312379.3,KMT2E,KMT2E-202
ENSG00000005483,ENSG00000005483.22,ENST00000478990,ENST00000478990.5,ENSP00000419883,ENSP00000419883.1,KMT2E,KMT2E-210
ENSG00000005483,ENSG00000005483.22,ENST00000495267,ENST00000495267.5,ENSP00000420415,ENSP00000420415.1,KMT2E,KMT2E-215
ENSG00000005483,ENSG00000005483.22,ENST00000476671,ENST00000476671.5,ENSP00000417888,ENSP00000417888.1,KMT2E,KMT2E-208
ENSG00000005483,ENSG00000005483.22,ENST00000474203,ENST00000474203.5,ENSP00000420206,ENSP00000420206.1,KMT2E,KMT2E-207
ENSG00000005483,ENSG00000005483.22,ENST00000479838,ENST00000479838.2,ENSP00000473963,ENSP00000473963.1,KMT2E,KMT2E-211
ENSG00000005483,ENSG00000005483.22,ENST00000473063,ENST00000473063.1,ENSP00000417156,ENSP00000417156.1,KMT2E,KMT2E-206
ENSG00000162613,ENSG00000162613.17,ENST00000370768,ENST00000370768.7,ENSP00000359804,ENSP00000359804.2,FUBP1,FUBP1-203
ENSG00000162613,ENSG00000162613.17,ENST00000370767,ENST00000370767.5,ENSP00000359803,ENSP00000359803.1,FUBP1,FUBP1-202
ENSG00000162613,ENSG00000162613.17,ENST00000421641,ENST00000421641.1,ENSP00000402630,ENSP00000402630.1,FUBP1,FUBP1-204
ENSG00000120868,ENSG00000120868.14,ENST00000551964,ENST00000551964.6,ENSP00000448165,ENSP00000448165.2,APAF1,APAF1-210
ENSG00000120868,ENSG00000120868.14,ENST00000333991,ENST00000333991.5,ENSP00000334558,ENSP00000334558.1,APAF1,APAF1-201
ENSG00000120868,ENSG00000120868.14,ENST00000357310,ENST00000357310.5,ENSP00000349862,ENSP00000349862.1,APAF1,APAF1-202
ENSG00000120868,ENSG00000120868.14,ENST00000359972,ENST00000359972.6,ENSP00000353059,ENSP00000353059.2,APAF1,APAF1-203
ENSG00000120868,ENSG00000120868.14,ENST00000547743,ENST00000547743.1,ENSP00000450175,ENSP00000450175.1,APAF1,APAF1-207
ENSG00000120868,ENSG00000120868.14,ENST00000552268,ENST00000552268.5,ENSP00000448826,ENSP00000448826.1,APAF1,APAF1-211
ENSG00000120868,ENSG00000120868.14,ENST00000550527,ENST00000550527.5,ENSP00000448449,ENSP00000448449.1,APAF1,APAF1-209
ENSG00000120868,ENSG00000120868.14,ENST00000547045,ENST00000547045.5,ENSP00000449791,ENSP00000449791.1,APAF1,APAF1-205
ENSG00000120868,ENSG00000120868.14,ENST00000549007,ENST00000549007.1,ENSP00000448161,ENSP00000448161.1,APAF1,APAF1-208
ENSG00000103044,ENSG00000103044.11,ENST00000569188,ENST00000569188.6,ENSP00000454731,ENSP00000454731.1,HAS3,HAS3-205
ENSG00000103044,ENSG00000103044.11,ENST00000219322,ENST00000219322.7,ENSP00000219322,ENSP00000219322.3,HAS3,HAS3-201
ENSG00000103044,ENSG00000103044.11,ENST00000566118,ENST00000566118.5,ENSP00000456246,ENSP00000456246.1,HAS3,HAS3-203
ENSG00000103044,ENSG00000103044.11,ENST00000306560,ENST00000306560.1,ENSP00000304440,ENSP00000304440.1,HAS3,HAS3-202
ENSG00000118096,ENSG00000118096.10,ENST00000672656,ENST00000672656.2,ENSP00000499950,ENSP00000499950.2,IFT46,IFT46-213
ENSG00000118096,ENSG00000118096.10,ENST00000264021,ENST00000264021.8,ENSP00000264021,ENSP00000264021.3,IFT46,IFT46-202
ENSG00000118096,ENSG00000118096.10,ENST00000264020,ENST00000264020.6,ENSP00000264020,ENSP00000264020.2,IFT46,IFT46-201
ENSG00000118096,ENSG00000118096.10,ENST00000530872,ENST00000530872.5,ENSP00000432384,ENSP00000432384.1,IFT46,IFT46-207
ENSG00000118096,ENSG00000118096.10,ENST00000531939,ENST00000531939.5,ENSP00000435826,ENSP00000435826.1,IFT46,IFT46-209
ENSG00000118096,ENSG00000118096.10,ENST00000534156,ENST00000534156.5,ENSP00000434175,ENSP00000434175.1,IFT46,IFT46-212
ENSG00000118096,ENSG00000118096.10,ENST00000534114,ENST00000534114.5,ENSP00000432982,ENSP00000432982.1,IFT46,IFT46-211
ENSG00000118096,ENSG00000118096.10,ENST00000528378,ENST00000528378.5,ENSP00000435278,ENSP00000435278.1,IFT46,IFT46-205
ENSG00000118096,ENSG00000118096.10,ENST00000533918,ENST00000533918.5,ENSP00000435750,ENSP00000435750.1,IFT46,IFT46-210
ENSG00000168802,ENSG00000168802.14,ENST00000448552,ENST00000448552.7,ENSP00000408367,ENSP00000408367.3,CHTF8,CHTF8-202
ENSG00000168802,ENSG00000168802.14,ENST00000523421,ENST00000523421.5,ENSP00000430899,ENSP00000430899.1,CHTF8,CHTF8-207
ENSG00000168802,ENSG00000168802.14,ENST00000518041,ENST00000518041.5,ENSP00000430079,ENSP00000430079.1,CHTF8,CHTF8-203
ENSG00000168802,ENSG00000168802.14,ENST00000398235,ENST00000398235.6,ENSP00000381290,ENSP00000381290.2,CHTF8,CHTF8-201
ENSG00000168802,ENSG00000168802.14,ENST00000522091,ENST00000522091.1,ENSP00000455699,ENSP00000455699.1,CHTF8,CHTF8-205
ENSG00000286140,ENSG00000286140.2,ENST00000306585,ENST00000306585.9,ENSP00000305687,ENSP00000305687.6,DERPC,DERPC-201
ENSG00000286140,ENSG00000286140.2,ENST00000519520,ENST00000519520.7,ENSP00000427718,ENSP00000427718.2,DERPC,DERPC-202
ENSG00000198736,ENSG00000198736.13,ENST00000361871,ENST00000361871.8,ENSP00000355084,ENSP00000355084.3,MSRB1,MSRB1-201
ENSG00000198736,ENSG00000198736.13,ENST00000473663,ENST00000473663.1,ENSP00000457320,ENSP00000457320.1,MSRB1,MSRB1-203
ENSG00000198736,ENSG00000198736.13,ENST00000399753,ENST00000399753.2,ENSP00000382657,ENSP00000382657.2,MSRB1,MSRB1-202
ENSG00000198736,ENSG00000198736.13,ENST00000564908,ENST00000564908.1,ENSP00000456557,ENSP00000456557.1,MSRB1,MSRB1-205
ENSG00000116882,ENSG00000116882.15,ENST00000457318,ENST00000457318.5,ENSP00000393955,ENSP00000393955.1,HAO2,HAO2-203
ENSG00000116882,ENSG00000116882.15,ENST00000361035,ENST00000361035.8,ENSP00000354314,ENSP00000354314.4,HAO2,HAO2-202
ENSG00000116882,ENSG00000116882.15,ENST00000325945,ENST00000325945.4,ENSP00000316339,ENSP00000316339.3,HAO2,HAO2-201
ENSG00000116882,ENSG00000116882.15,ENST00000622548,ENST00000622548.4,ENSP00000483507,ENSP00000483507.1,HAO2,HAO2-205
ENSG00000178750,ENSG00000178750.3,ENST00000315099,ENST00000315099.3,ENSP00000320679,ENSP00000320679.2,STX19,STX19-201
ENSG00000140986,ENSG00000140986.8,ENST00000268661,ENST00000268661.8,ENSP00000268661,ENSP00000268661.7,RPL3L,RPL3L-201
ENSG00000140986,ENSG00000140986.8,ENST00000565426,ENST00000565426.1,ENSP00000455856,ENSP00000455856.1,RPL3L,RPL3L-202
ENSG00000178700,ENSG00000178700.9,ENST00000314636,ENST00000314636.3,ENSP00000319170,ENSP00000319170.2,DHFR2,DHFR2-201
ENSG00000178700,ENSG00000178700.9,ENST00000394221,ENST00000394221.3,ENSP00000377768,ENSP00000377768.2,DHFR2,DHFR2-202
ENSG00000178700,ENSG00000178700.9,ENST00000619045,ENST00000619045.1,ENSP00000480823,ENSP00000480823.1,DHFR2,DHFR2-206
ENSG00000178700,ENSG00000178700.9,ENST00000496983,ENST00000496983.1,ENSP00000420810,ENSP00000420810.1,DHFR2,DHFR2-205
ENSG00000178694,ENSG00000178694.10,ENST00000314622,ENST00000314622.9,ENSP00000318986,ENSP00000318986.4,NSUN3,NSUN3-201
ENSG00000289360,ENSG00000289360.1,ENST00000685210,ENST00000685210.1,ENSP00000510327,ENSP00000510327.1,,
ENSG00000288914,ENSG00000288914.1,ENST00000688005,ENST00000688005.1,ENSP00000510606,ENSP00000510606.1,,
ENSG00000205238,ENSG00000205238.11,ENST00000691607,ENST00000691607.1,ENSP00000509749,ENSP00000509749.1,SPDYE2,SPDYE2-203
ENSG00000205238,ENSG00000205238.11,ENST00000507918,ENST00000507918.6,ENSP00000421686,ENSP00000421686.1,SPDYE2,SPDYE2-202
ENSG00000205238,ENSG00000205238.11,ENST00000341656,ENST00000341656.5,ENSP00000342628,ENSP00000342628.4,SPDYE2,SPDYE2-201
ENSG00000173678,ENSG00000173678.15,ENST00000507450,ENST00000507450.6,ENSP00000424058,ENSP00000424058.1,SPDYE2B,SPDYE2B-203
ENSG00000173678,ENSG00000173678.15,ENST00000436228,ENST00000436228.6,ENSP00000440393,ENSP00000440393.1,SPDYE2B,SPDYE2B-201
